row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
3069,CA-2017-106859,3-13-2017,3-18-2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,6,0,138.3552
3067,CA-2017-106859,3-13-2017,3-18-2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,0,88.1295
3066,CA-2017-106859,3-13-2017,3-18-2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576
3065,CA-2017-106859,3-13-2017,3-18-2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15-16d x 11-1-4h",90.8,8,0,25.424
3068,CA-2017-106859,3-13-2017,3-18-2017,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36,7,0,21.7728
4428,US-2017-103226,9-22-2017,9-28-2017,Standard Class,DW-13195,David Wiener,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3,0,12.231
2585,US-2014-155502,1-26-2014,1-31-2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,187.98,2,0,52.6344
2583,US-2014-155502,1-26-2014,1-31-2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,155.35,13,0,0
2723,CA-2016-164735,4-14-2016,4-19-2016,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,81.2,5,0,12.18
2579,US-2014-155502,1-26-2014,1-31-2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,0,30.7818
4138,CA-2017-110926,11-19-2017,11-23-2017,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Alexandria,Virginia,22304,South,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,25.06,7,0,12.53
2581,US-2014-155502,1-26-2014,1-31-2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1-2"" x 11"", Ream",19.44,3,0,9.3312
2582,US-2014-155502,1-26-2014,1-31-2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming-Outgoing Call Register, 11"" X 8 1-2"", 100 Messages",16.68,2,0,8.34
2584,US-2014-155502,1-26-2014,1-31-2014,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42,3,0,4.4712
1567,CA-2015-129112,11-29-2015,11-30-2015,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685
1568,CA-2015-129112,11-29-2015,11-30-2015,First Class,AW-10840,Anthony Witt,Consumer,United States,Allen,Texas,75002,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,8.784,4,0.8,-13.6152
9190,US-2015-130512,8-21-2015,8-25-2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",663.072,6,0.2,-165.768
9191,US-2015-130512,8-21-2015,8-25-2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,99.588,2,0.7,-82.99
9192,US-2015-130512,8-21-2015,8-25-2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,49.568,2,0.2,15.49
9189,US-2015-130512,8-21-2015,8-25-2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,21.728,4,0.2,3.8024
1528,CA-2016-122392,7-22-2016,7-27-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488
1527,CA-2016-122392,7-22-2016,7-27-2016,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Allentown,Pennsylvania,18103,East,OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,4.16,2,0.2,0.364
9188,US-2015-130512,8-21-2015,8-25-2015,Standard Class,SM-20320,Sean Miller,Home Office,United States,Allentown,Pennsylvania,18103,East,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,3.488,2,0.2,-0.6976
3793,CA-2015-111325,2-27-2015,2-28-2015,First Class,BT-11395,Bill Tyler,Corporate,United States,Altoona,Pennsylvania,16602,East,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",16.032,6,0.2,2.2044
3792,CA-2015-111325,2-27-2015,2-28-2015,First Class,BT-11395,Bill Tyler,Corporate,United States,Altoona,Pennsylvania,16602,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1-2"" x 11"", Light Blue",4.419,3,0.7,-3.3879
1439,CA-2015-139731,10-15-2015,10-15-2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49
1438,CA-2015-139731,10-15-2015,10-15-2015,Same Day,JE-15745,Joel Eaton,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,42.8805
5871,CA-2016-128223,6-14-2016,6-14-2016,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,92804,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,7,0.2,80.843
9908,US-2015-129007,9-13-2015,9-15-2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,0.2,71.772
4901,CA-2017-120936,12-17-2017,12-21-2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data-Printer Cart ,481.32,4,0,125.1432
9911,US-2015-129007,9-13-2015,9-15-2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,209.7,2,0,100.656
9909,US-2015-129007,9-13-2015,9-15-2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,207.35,5,0,24.882
9906,US-2015-129007,9-13-2015,9-15-2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,131.88,7,0,55.3896
9910,US-2015-129007,9-13-2015,9-15-2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,44.67,3,0,12.0609
9907,US-2015-129007,9-13-2015,9-15-2015,First Class,KD-16615,Ken Dana,Corporate,United States,Anaheim,California,92804,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225
4902,CA-2017-120936,12-17-2017,12-21-2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Anaheim,California,92804,West,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,13.98,1,0,3.6348
5688,CA-2014-131541,7-28-2014,7-28-2014,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",129.888,6,0.2,12.9888
5689,CA-2014-131541,7-28-2014,7-28-2014,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1-8"" x 9 1-2"" Recycled Envelopes",48.944,7,0.2,16.5186
1908,US-2016-150567,5-17-2016,5-21-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144
5687,CA-2014-131541,7-28-2014,7-28-2014,Same Day,CK-12205,Chloris Kastensmidt,Consumer,United States,Apopka,Florida,32712,South,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",14.32,5,0.2,5.191
1907,US-2016-150567,5-17-2016,5-21-2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648
5652,CA-2017-142342,7-17-2017,7-19-2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1194.165,5,0.15,210.735
6203,CA-2016-118332,12-16-2016,12-23-2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5,0.2,7.049
5650,CA-2017-142342,7-17-2017,7-19-2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",57.9,5,0,28.95
5649,CA-2017-142342,7-17-2017,7-19-2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-PA-10004609,Office Supplies,Paper,Xerox 221,32.4,5,0,15.552
5651,CA-2017-142342,7-17-2017,7-19-2017,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,10.56,2,0,0
9514,CA-2016-125220,10-14-2016,10-19-2016,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Appleton,Wisconsin,54915,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1649.75,5,0,544.4175
2610,CA-2014-127446,11-25-2014,11-30-2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,5,0.3,-121.8735
660,CA-2015-146563,8-24-2015,8-28-2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",999.432,7,0.2,124.929
662,CA-2015-146563,8-24-2015,8-28-2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.785,5,0.3,-118.1295
661,CA-2015-146563,8-24-2015,8-28-2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,724.08,14,0.2,-135.765
770,CA-2016-157245,5-19-2016,5-24-2016,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,0,179.7488
4342,CA-2017-130309,12-17-2017,12-21-2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter-Legal Cart,544.38,3,0,157.8702
7752,CA-2015-133242,6-18-2015,6-24-2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,467.97,3,0,140.391
7750,CA-2015-133242,6-18-2015,6-24-2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,450.04,2,0,58.5052
8415,CA-2016-147109,12-17-2016,12-21-2016,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21
7844,CA-2014-158470,4-19-2014,4-23-2014,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,71.28,11,0,34.2144
1303,CA-2015-115847,9-19-2015,9-24-2015,Second Class,TC-21535,Tracy Collins,Home Office,United States,Arlington,Virginia,22204,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,2,0,4.3372
8086,CA-2016-105753,10-20-2016,10-26-2016,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,Arlington,Virginia,22204,South,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,61.1,5,0,18.33
7749,CA-2015-133242,6-18-2015,6-24-2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1-2"" Cubicle Clock",60.84,3,0,19.4688
7843,CA-2014-158470,4-19-2014,4-23-2014,Second Class,AG-10390,Allen Goldenen,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,3,0,26.703
8414,CA-2016-147109,12-17-2016,12-21-2016,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.144
5841,CA-2015-134992,9-22-2015,9-26-2015,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",47.98,2,0,11.0354
2824,CA-2017-131016,9-18-2017,9-20-2017,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584,2,0.2,-2.974
8866,CA-2015-158148,12-20-2015,12-26-2015,Standard Class,JM-15865,John Murray,Consumer,United States,Arlington,Virginia,22204,South,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,0,10.881
7751,CA-2015-133242,6-18-2015,6-24-2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,34.6,2,0,16.608
7753,CA-2015-133242,6-18-2015,6-24-2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,33.02,2,0,15.8496
5840,CA-2015-134992,9-22-2015,9-26-2015,Second Class,MG-17875,Michael Grace,Home Office,United States,Arlington,Virginia,22204,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32.4,5,0,15.552
1352,CA-2016-162901,3-28-2016,3-31-2016,First Class,AS-10045,Aaron Smayling,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,31.4,2,0,7.85
2608,CA-2014-127446,11-25-2014,11-30-2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.672,3,0.2,0
5244,CA-2016-149454,7-25-2016,7-26-2016,First Class,KM-16375,Katherine Murray,Home Office,United States,Arlington,Virginia,22204,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1-2"" Diskette Storage Pages, 10-Pack",10.44,1,0,4.8024
2823,CA-2017-131016,9-18-2017,9-20-2017,First Class,DC-12850,Dan Campbell,Consumer,United States,Arlington,Texas,76017,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,8.928,2,0.2,0.558
2613,CA-2014-127446,11-25-2014,11-30-2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.096,3,0.6,-3.9624
2611,CA-2014-127446,11-25-2014,11-30-2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-LA-10000248,Office Supplies,Labels,Avery 52,5.904,2,0.2,1.9926
309,CA-2017-126774,4-15-2017,4-17-2017,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0,2.0049
663,CA-2015-146563,8-24-2015,8-28-2015,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222
2609,CA-2014-127446,11-25-2014,11-30-2014,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,2.52,1,0.2,0.882
793,CA-2016-105256,5-20-2016,5-20-2016,Same Day,JK-15730,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.2475
4355,CA-2017-153654,11-24-2017,11-26-2017,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Asheville,North Carolina,28806,South,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,19.008,8,0.7,-12.672
5461,US-2014-107405,3-21-2014,3-25-2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,North Carolina,28806,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1,0.2,-3.8646
7664,CA-2017-139493,9-13-2017,9-19-2017,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92,5,0.2,2.786
9989,CA-2017-163629,11-17-2017,11-21-2017,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Athens,Georgia,30605,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,206.1,5,0,55.647
8357,CA-2016-163174,8-26-2016,8-30-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Athens,Georgia,30605,South,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,0,41.0388
9988,CA-2017-163629,11-17-2017,11-21-2017,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Athens,Georgia,30605,South,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,79.99,1,0,28.7964
4724,CA-2016-159653,5-22-2016,5-22-2016,Same Day,JF-15490,Jeremy Farry,Consumer,United States,Athens,Georgia,30605,South,OFF-LA-10004345,Office Supplies,Labels,Avery 493,14.73,3,0,7.2177
510,CA-2015-145352,3-16-2015,3-22-2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0,3177.475
2861,CA-2017-138975,5-19-2017,5-23-2017,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,9,0,374.6286
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
